"PRODUCTID","OK_ID_TIERS","ERP_ID_TIERS","ERP_ID_TIERS_QUALIAC","ROLE"
"RCB_TIE000000267553","WFRE00971213","136215","136215","C"
"RCB_TIE000000267551","","136402","136402","C"
"RCB_TIE000000267555","","136259","136259","C"
"RCB_TIE000000267556","WFRE05634647","136181","136181","C"
"RCB_TIE000000267557","WFRH00828122","136175","136175","C"
"RCB_TIE000000267552","","136132","136132","C"
"RCB_TIE000000267558","","136205","136205","C"
"RCB_TIE000000267559","","136483","136483","C"
"RCB_TIE000000267561","WFRE09618327","136240","136240","C"
"RCB_TIE000000267560","","136153","136153","C"
"RCB_TIE000000267563","","136263","136263","C"
"RCB_TIE000000267554","","136233","136233","C"
"RCB_TIE000000267562","","136106","136106","C"
"RCB_TIE000000267566","","136219","136219","C"
"RCB_TIE000000267570","","136180","136180","C"
"RCB_TIE000000267565","","136457","136457","C"
"RCB_TIE000000267564","WFRE02511684","136463","136463","C"
"RCB_TIE000000267569","","136262","136262","C"
"RCB_TIE000000267571","WFRE01475617","136301","136301","C"
"RCB_TIE000000267568","","136508","136508","C"
"RCB_TIE000000267567","","136468","136468","C"
"RCB_TIE000000267574","WFRE07456877","136303","136303","C"
"RCB_TIE000000267575","","136397","136397","C"
"RCB_TIE000000267576","","136419","136419","C"
"RCB_TIE000000267573","","136191","136191","C"
"RCB_TIE000000267577","","136099","136099","C"
"RCB_TIE000000267578","","136291","136291","C"
"RCB_TIE000000267572","","136332","136332","C"
"RCB_TIE000000267580","WFRH00046669","136473","136473","C"
"RCB_TIE000000267583","WFRE00060882","136365","136365","C"
"RCB_TIE000000267581","","136271","136271","C"
"RCB_TIE000000267579","","136143","136143","C"
"RCB_TIE000000267582","WFRE00068077","136355","136355","C"
"RCB_TIE000000267586","WFRE09264595","136446","136446","C"
"RCB_TIE000000267585","","136217","136217","C"
"RCB_TIE000000267584","WFRE06907724","136173","136173","C"
"RCB_TIE000000267589","","136503","136503","C"
"RCB_TIE000000267592","WFRE03487401","136183","136183","C"
"RCB_TIE000000267587","","136391","136391","C"
"RCB_TIE000000267591","","136230","136230","C"
"RCB_TIE000000267588","","136441","136441","C"
"RCB_TIE000000267590","","136494","136494","C"
"RCB_TIE000000267593","WFRE07892030","136484","136484","C"
"RCB_TIE000000267595","","136264","136264","C"
"RCB_TIE000000267594","WFRE03062410","136244","136244","C"
"RCB_TIE000000267596","","136324","136324","C"
"RCB_TIE000000267598","","136206","136206","C"
"RCB_TIE000000267599","","136348","136348","C"
"RCB_TIE000000267597","","136406","136406","C"
"RCB_TIE000000267601","WFRE01723248","136376","136376","C"
"RCB_TIE000000267600","","136423","136423","C"
"RCB_TIE000000267603","","136459","136459","C"
"RCB_TIE000000267602","","136236","136236","C"
"RCB_TIE000000267604","WFRE02350517","136276","136276","C"
"RCB_TIE000000267607","","136534","136534","C"
"RCB_TIE000000267605","","136431","136431","C"
"RCB_TIE000000267608","WFRE05142138","136401","136401","C"
"RCB_TIE000000267610","WFRE00049190","136394","136394","C"
"RCB_TIE000000267606","WFRE06072407","136379","136379","C"
"RCB_TIE000000267611","","136274","136274","C"
"RCB_TIE000000267612","WFRE08525449","136448","136448","C"
"RCB_TIE000000267614","WFRE05819508","136357","136357","C"
"RCB_TIE000000267615","WFRE00182653","136334","136334","C"
"RCB_TIE000000267617","","136323","136323","C"
"RCB_TIE000000267609","","136474","136474","C"
"RCB_TIE000000267616","","136304","136304","C"
"RCB_TIE000000267618","WFRE00047421","136471","136471","C"
"RCB_TIE000000267619","","136373","136373","C"
"RCB_TIE000000267620","","136505","136505","C"
"RCB_TIE000000267621","","136568","136568","C"
"RCB_TIE000000267622","","136555","136555","C"
"RCB_TIE000000267623","WFRE07991188","136579","136579","C"
"RCB_TIE000000267625","","136442","136442","C"
"RCB_TIE000000267624","WFRE04678464","136393","136393","C"
"RCB_TIE000000267626","WFRE01699737","136465","136465","C"
"RCB_TIE000000267627","","136531","136531","C"
"RCB_TIE000000267628","","136616","136616","C"
"RCB_TIE000000267631","WFRE00464288","136496","136496","C"
"RCB_TIE000000267633","WFRE00073095","136377","136377","C"
"RCB_TIE000000267630","WFRE00080825","136340","136340","C"
"RCB_TIE000000267632","","136600","136600","C"
"RCB_TIE000000267634","WFRE00049643","136368","136368","C"
"RCB_TIE000000267629","WFRE01630413","136485","136485","C"
"RCB_TIE000000267635","","136429","136429","C"
"RCB_TIE000000267636","WFRE08544420","136460","136460","C"
"RCB_TIE000000267639","","136535","136535","C"
"RCB_TIE000000267637","WFRE00238156","136547","136547","C"
"RCB_TIE000000267641","WFRE00591718","136395","136395","C"
"RCB_TIE000000267642","","136407","136407","C"
"RCB_TIE000000267640","WFRH00045110","136660","136660","C"
"RCB_TIE000000267638","","136436","136436","C"
"RCB_TIE000000267643","","136384","136384","C"
"RCB_TIE000000267644","","136450","136450","C"
"RCB_TIE000000267645","WFRE02273803","136361","136361","C"
"RCB_TIE000000267646","","136455","136455","C"
"RCB_TIE000000267650","WFRE00192221","136683","136683","C"
"RCB_TIE000000267647","WFRE03554613","136645","136645","C"
"RCB_TIE000000267648","","136475","136475","C"
"RCB_TIE000000267651","","136472","136472","C"
"RCB_TIE000000267653","","136524","136524","C"
"RCB_TIE000000267654","WFRE00026195","136556","136556","C"
"RCB_TIE000000267657","WFRE08900425","136581","136581","C"
"RCB_TIE000000267655","","136314","136314","C"
"RCB_TIE000000267658","WFRE00047092","136516","136516","C"
"RCB_TIE000000267659","WFRE07793482","136466","136466","C"
"RCB_TIE000000267656","","136518","136518","C"
"RCB_TIE000000267652","","136590","136590","C"
"RCB_TIE000000267660","WFRE00341654","136532","136532","C"
"RCB_TIE000000267661","WFRE07651526","136374","136374","C"
"RCB_TIE000000267662","","136497","136497","C"
"RCB_TIE000000267663","","136506","136506","C"
"RCB_TIE000000267664","","136601","136601","C"
"RCB_TIE000000267667","","136486","136486","C"
"RCB_TIE000000267666","WFRE03121031","136527","136527","C"
"RCB_TIE000000267665","","136712","136712","C"
"RCB_TIE000000267668","","136462","136462","C"
"RCB_TIE000000267669","","136541","136541","C"
"RCB_TIE000000267671","","136661","136661","C"
"RCB_TIE000000267670","","136654","136654","C"
"RCB_TIE000000267672","","136730","136730","C"
"RCB_TIE000000267674","","136832","136832","C"
"RCB_TIE000000267676","","136548","136548","C"
"RCB_TIE000000267678","","136621","136621","C"
"RCB_TIE000000267677","","136572","136572","C"
"RCB_TIE000000267679","WFRE00049685","136559","136559","C"
"RCB_TIE000000267680","","136735","136735","C"
"RCB_TIE000000267673","","136456","136456","C"
"RCB_TIE000000267675","","136538","136538","C"
"RCB_TIE000000267683","WFRE00041542","136685","136685","C"
"RCB_TIE000000267684","","136477","136477","C"
"RCB_TIE000000267681","","136583","136583","C"
"RCB_TIE000000267685","","136647","136647","C"
"RCB_TIE000000267689","","136533","136533","C"
"RCB_TIE000000267686","","136823","136823","C"
"RCB_TIE000000267687","","136517","136517","C"
"RCB_TIE000000267692","WFRE07726582","136694","136694","C"
"RCB_TIE000000267688","","136523","136523","C"
"RCB_TIE000000267693","","136760","136760","C"
"RCB_TIE000000267691","WFRE00778776","136498","136498","C"
"RCB_TIE000000267690","WFRE06205034","136507","136507","C"
"RCB_TIE000000267696","","136567","136567","C"
"RCB_TIE000000267697","","136755","136755","C"
"RCB_TIE000000267698","","136529","136529","C"
"RCB_TIE000000267699","WFRE08539165","136716","136716","C"
"RCB_TIE000000267704","","136834","136834","C"
"RCB_TIE000000267701","","136725","136725","C"
"RCB_TIE000000267700","","136634","136634","C"
"RCB_TIE000000267694","","136574","136574","C"
"RCB_TIE000000267695","WFRE00019741","136544","136544","C"
"RCB_TIE000000267702","","136662","136662","C"
"RCB_TIE000000267707","","136699","136699","C"
"RCB_TIE000000267705","","136731","136731","C"
"RCB_TIE000000267706","","136551","136551","C"
"RCB_TIE000000267709","","136623","136623","C"
"RCB_TIE000000267708","","136852","136852","C"
"RCB_TIE000000267710","WFRE09255201","136573","136573","C"
"RCB_TIE000000267711","","136598","136598","C"
"RCB_TIE000000267712","WFRE03487885","136625","136625","C"
"RCB_TIE000000267714","WFRE06831029","136795","136795","C"
"RCB_TIE000000267719","","136585","136585","C"
"RCB_TIE000000267718","WFRE02579984","136838","136838","C"
"RCB_TIE000000267717","","136667","136667","C"
"RCB_TIE000000267713","WFRE03776513","136562","136562","C"
"RCB_TIE000000267720","","136610","136610","C"
"RCB_TIE000000267721","","136627","136627","C"
"RCB_TIE000000267715","","136739","136739","C"
"RCB_TIE000000267716","","136675","136675","C"
"RCB_TIE000000267724","WFRE00076339","136705","136705","C"
"RCB_TIE000000267727","","136679","136679","C"
"RCB_TIE000000267728","WFRE02121170","136861","136861","C"
"RCB_TIE000000267725","","136695","136695","C"
"RCB_TIE000000267732","","136937","136937","C"
"RCB_TIE000000267726","","136761","136761","C"
"RCB_TIE000000267723","","136874","136874","C"
"RCB_TIE000000267731","","136756","136756","C"
"RCB_TIE000000267730","","136914","136914","C"
"RCB_TIE000000267733","WFRE00021151","136908","136908","C"
"RCB_TIE000000267735","","136718","136718","C"
"RCB_TIE000000267734","","136513","136513","C"
"RCB_TIE000000267736","","136726","136726","C"
"RCB_TIE000000267737","","136835","136835","C"
"RCB_TIE000000267741","WFRE02834218","136749","136749","C"
"RCB_TIE000000267738","","136578","136578","C"
"RCB_TIE000000267748","WFRE00196597","136801","136801","C"
"RCB_TIE000000267749","WFRE01288541","136967","136967","C"
"RCB_TIE000000267742","","136703","136703","C"
"RCB_TIE000000267740","","136663","136663","C"
"RCB_TIE000000267747","WFRE07019251","136853","136853","C"
"RCB_TIE000000267744","","136732","136732","C"
"RCB_TIE000000267743","","136846","136846","C"
"RCB_TIE000000267751","","136783","136783","C"
"RCB_TIE000000267750","","136796","136796","C"
"RCB_TIE000000267745","WFRE03487655","136769","136769","C"
"RCB_TIE000000267746","WFRE01649369","136787","136787","C"
"RCB_TIE000000267753","","136775","136775","C"
"RCB_TIE000000267752","","137010","137010","C"
"RCB_TIE000000267755","","136799","136799","C"
"RCB_TIE000000267754","","136673","136673","C"
"RCB_TIE000000267757","","136709","136709","C"
"RCB_TIE000000267756","","136978","136978","C"
"RCB_TIE000000267758","","136830","136830","C"
"RCB_TIE000000267762","WFRE09126049","136939","136939","C"
"RCB_TIE000000267761","WFRE03224222","136762","136762","C"
"RCB_TIE000000267764","","136916","136916","C"
"RCB_TIE000000267763","","136696","136696","C"
"RCB_TIE000000267759","WFRE00059293","136876","136876","C"
"RCB_TIE000000267768","","136721","136721","C"
"RCB_TIE000000267766","","136910","136910","C"
"RCB_TIE000000267769","WFRE01333582","136515","136515","C"
"RCB_TIE000000267765","","136740","136740","C"
"RCB_TIE000000267770","","136727","136727","C"
"RCB_TIE000000267772","WFRE06357369","136928","136928","C"
"RCB_TIE000000267767","WFRE00085191","136682","136682","C"
"RCB_TIE000000267773","","136842","136842","C"
"RCB_TIE000000267774","WFRE00192202","136848","136848","C"
"RCB_TIE000000267760","WFRE00047185","136864","136864","C"
"RCB_TIE000000267777","WFRE03487478","136952","136952","C"
"RCB_TIE000000267778","","136704","136704","C"
"RCB_TIE000000267776","","136805","136805","C"
"RCB_TIE000000267775","","136751","136751","C"
"RCB_TIE000000267779","WFRE01150208","136969","136969","C"
"RCB_TIE000000267781","","136854","136854","C"
"RCB_TIE000000267780","","136733","136733","C"
"RCB_TIE000000267782","","136820","136820","C"
"RCB_TIE000000267784","WFRE09434702","136963","136963","C"
"RCB_TIE000000267783","","136786","136786","C"
"RCB_TIE000000267787","","137012","137012","C"
"RCB_TIE000000267789","","137030","137030","C"
"RCB_TIE000000267790","WFRE02080286","137048","137048","C"
"RCB_TIE000000267788","WFRE03033313","136800","136800","C"
"RCB_TIE000000267786","WFRE00088314","136788","136788","C"
"RCB_TIE000000267785","","136782","136782","C"
"RCB_TIE000000267795","WFRE09410376","137020","137020","C"
"RCB_TIE000000267791","","137078","137078","C"
"RCB_TIE000000267792","","136827","136827","C"
"RCB_TIE000000267793","WFRE02316288","136774","136774","C"
"RCB_TIE000000267794","","136941","136941","C"
"RCB_TIE000000267796","","136998","136998","C"
"RCB_TIE000000267797","","136746","136746","C"
"RCB_TIE000000267799","WFRE05525221","137054","137054","C"
"RCB_TIE000000267798","","136932","136932","C"
"RCB_TIE000000267802","WFRE06379971","136890","136890","C"
"RCB_TIE000000267803","","136844","136844","C"
"RCB_TIE000000267800","","136917","136917","C"
"RCB_TIE000000267801","","136884","136884","C"
"RCB_TIE000000267804","","136903","136903","C"
"RCB_TIE000000267809","WFRE07206057","136971","136971","C"
"RCB_TIE000000267806","","137091","137091","C"
"RCB_TIE000000267807","","136957","136957","C"
"RCB_TIE000000267810","WFRE00544607","137103","137103","C"
"RCB_TIE000000267805","","136892","136892","C"
"RCB_TIE000000267808","","136912","136912","C"
"RCB_TIE000000267811","","136642","136642","C"
"RCB_TIE000000267813","","136822","136822","C"
"RCB_TIE000000267816","WFRE02978861","137015","137015","C"
"RCB_TIE000000267814","","136965","136965","C"
"RCB_TIE000000267817","","136988","136988","C"
"RCB_TIE000000267812","","136944","136944","C"
"RCB_TIE000000267818","WFRH00719743","137119","137119","C"
"RCB_TIE000000267819","","137148","137148","C"
"RCB_TIE000000267821","","136924","136924","C"
"RCB_TIE000000267822","","136951","136951","C"
"RCB_TIE000000267820","","137183","137183","C"
"RCB_TIE000000267823","","136992","136992","C"
"RCB_TIE000000267824","WFRE00186990","137032","137032","C"
"RCB_TIE000000267825","WFRE03342985","137050","137050","C"
"RCB_TIE000000267826","","137164","137164","C"
"RCB_TIE000000267828","","137156","137156","C"
"RCB_TIE000000267827","","137133","137133","C"
"RCB_TIE000000267849","","137228","137228","C"
"RCB_TIE000000267839","","136920","136920","C"
"RCB_TIE000000267831","","137111","137111","C"
"RCB_TIE000000267846","WFRE00110728","136913","136913","C"
"RCB_TIE000000267852","WFRE06398649","136989","136989","C"
"RCB_TIE000000267832","","136973","136973","C"
"RCB_TIE000000267830","","137080","137080","C"
"RCB_TIE000000267869","WFRH06374607","137317","137317","C"
"RCB_TIE000000267870","WFRE02579331","137107","137107","C"
"RCB_TIE000000267840","WFRE00015176","136907","136907","C"
"RCB_TIE000000267871","","137167","137167","C"
"RCB_TIE000000267850","","137009","137009","C"
"RCB_TIE000000267855","","137059","137059","C"
"RCB_TIE000000267856","","137099","137099","C"
"RCB_TIE000000267862","","137018","137018","C"
"RCB_TIE000000267872","WFRE00080831","137157","137157","C"
"RCB_TIE000000267857","","137290","137290","C"
"RCB_TIE000000267873","","137332","137332","C"
"RCB_TIE000000267847","","137072","137072","C"
"RCB_TIE000000267874","","137222","137222","C"
"RCB_TIE000000267863","","137035","137035","C"
"RCB_TIE000000267864","","137066","137066","C"
"RCB_TIE000000267858","","137275","137275","C"
"RCB_TIE000000267865","","137098","137098","C"
"RCB_TIE000000267875","","137210","137210","C"
"RCB_TIE000000267861","WFRE00056463","137028","137028","C"
"RCB_TIE000000267876","WFRE01475759","137341","137341","C"
"RCB_TIE000000267860","","137187","137187","C"
"RCB_TIE000000267867","","137139","137139","C"
"RCB_TIE000000267859","","137242","137242","C"
"RCB_TIE000000267868","WFRE00191267","137215","137215","C"
"RCB_TIE000000267878","","137125","137125","C"
"RCB_TIE000000267881","","137233","137233","C"
"RCB_TIE000000267866","","137051","137051","C"
"RCB_TIE000000267879","WFRE00238683","137404","137404","C"
"RCB_TIE000000267883","","137044","137044","C"
"RCB_TIE000000267880","WFRE03882780","137068","137068","C"
"RCB_TIE000000267884","WFRE02758638","137151","137151","C"
"RCB_TIE000000267885","WFRE00055368","137155","137155","C"
"RCB_TIE000000267882","","137114","137114","C"
"RCB_TIE000000267886","","137074","137074","C"
"RCB_TIE000000267890","","137171","137171","C"
"RCB_TIE000000267892","WFRE02674117","137218","137218","C"
"RCB_TIE000000267893","","137110","137110","C"
"RCB_TIE000000267895","","137029","137029","C"
"RCB_TIE000000267896","","137190","137190","C"
"RCB_TIE000000267894","","137347","137347","C"
"RCB_TIE000000267897","WFRE07718469","137143","137143","C"
"RCB_TIE000000267898","","137065","137065","C"
"RCB_TIE000000267899","WFRE04037562","137251","137251","C"
"RCB_TIE000000267901","","137073","137073","C"
"RCB_TIE000000267900","","137225","137225","C"
"RCB_TIE000000267902","WFRE03173156","137037","137037","C"
"RCB_TIE000000267903","WFRE00069362","137373","137373","C"
"RCB_TIE000000267904","","137329","137329","C"
"RCB_TIE000000267905","","137397","137397","C"
"RCB_TIE000000267908","WFRE03860084","137475","137475","C"
"RCB_TIE000000267906","WFRE05724923","137348","137348","C"
"RCB_TIE000000267910","WFRE00019774","137253","137253","C"
"RCB_TIE000000267909","","137282","137282","C"
"RCB_TIE000000267907","","137193","137193","C"
"RCB_TIE000000267911","WFRE03253076","137267","137267","C"
"RCB_TIE000000267913","","137378","137378","C"
"RCB_TIE000000267912","","137457","137457","C"
"RCB_TIE000000267914","","137330","137330","C"
"RCB_TIE000000267888","","137136","137136","C"
"RCB_TIE000000267887","","137178","137178","C"
"RCB_TIE000000267891","WFRE00184155","137197","137197","C"
"RCB_TIE000000267915","","137421","137421","C"
"RCB_TIE000000267916","","137412","137412","C"
"RCB_TIE000000267917","WFRE09035823","137270","137270","C"
"RCB_TIE000000267918","","137276","137276","C"
"RCB_TIE000000267919","WFRE02655924","137216","137216","C"
"RCB_TIE000000267920","","137304","137304","C"
"RCB_TIE000000267922","","137126","137126","C"
"RCB_TIE000000267924","WFRE05915501","137405","137405","C"
"RCB_TIE000000267925","","137235","137235","C"
"RCB_TIE000000267928","WFRE01488201","137053","137053","C"
"RCB_TIE000000267927","WFRE00631802","137402","137402","C"
"RCB_TIE000000267923","","137160","137160","C"
"RCB_TIE000000267921","","137292","137292","C"
"RCB_TIE000000267931","WFRE01540712","137413","137413","C"
"RCB_TIE000000267932","","137498","137498","C"
"RCB_TIE000000267926","WFRE07207081","137046","137046","C"
"RCB_TIE000000267929","","137069","137069","C"
"RCB_TIE000000267930","","137182","137182","C"
"RCB_TIE000000267935","WFRE01979941","137274","137274","C"
"RCB_TIE000000267934","","137075","137075","C"
"RCB_TIE000000267936","","137387","137387","C"
"RCB_TIE000000267933","","137175","137175","C"
"RCB_TIE000000267940","WFRE03918428","137351","137351","C"
"RCB_TIE000000267937","WFRE07943725","137219","137219","C"
"RCB_TIE000000267938","","137431","137431","C"
"RCB_TIE000000267939","","137459","137459","C"
"RCB_TIE000000267943","WFRE00041981","137256","137256","C"
"RCB_TIE000000267942","WFRE02673842","137446","137446","C"
"RCB_TIE000000267944","WFRE01417205","137289","137289","C"
"RCB_TIE000000267941","","137315","137315","C"
"RCB_TIE000000267945","","137265","137265","C"
"RCB_TIE000000267946","","137359","137359","C"
"RCB_TIE000000267949","WFRE08352592","137337","137337","C"
"RCB_TIE000000267947","","137257","137257","C"
"RCB_TIE000000267951","WFRE02066429","137240","137240","C"
"RCB_TIE000000267950","","137298","137298","C"
"RCB_TIE000000267952","","137277","137277","C"
"RCB_TIE000000267953","","137269","137269","C"
"RCB_TIE000000267957","","137200","137200","C"
"RCB_TIE000000267958","WFRE02803487","137118","137118","C"
"RCB_TIE000000267954","WFRE00069822","137476","137476","C"
"RCB_TIE000000267955","","137424","137424","C"
"RCB_TIE000000267961","","137305","137305","C"
"RCB_TIE000000267956","","137571","137571","C"
"RCB_TIE000000267959","","137355","137355","C"
"RCB_TIE000000267962","","137161","137161","C"
"RCB_TIE000000267960","","137593","137593","C"
"RCB_TIE000000267964","","137415","137415","C"
"RCB_TIE000000267963","","137432","137432","C"
"RCB_TIE000000267966","WFRE08195732","137520","137520","C"
"RCB_TIE000000267965","","137539","137539","C"
"RCB_TIE000000267968","","137636","137636","C"
"RCB_TIE000000267970","","137385","137385","C"
"RCB_TIE000000267969","","137526","137526","C"
"RCB_TIE000000267971","","137493","137493","C"
"RCB_TIE000000267967","","137516","137516","C"
"RCB_TIE000000267973","","137562","137562","C"
"RCB_TIE000000267974","WFRE04125868","137436","137436","C"
"RCB_TIE000000267975","WFRE03415355","137471","137471","C"
"RCB_TIE000000267978","WFRE06706293","137316","137316","C"
"RCB_TIE000000267979","WFRE00198361","137266","137266","C"
"RCB_TIE000000267977","","137549","137549","C"
"RCB_TIE000000267980","WFRE00715846","137366","137366","C"
"RCB_TIE000000267976","","137452","137452","C"
"RCB_TIE000000267972","","137410","137410","C"
"RCB_TIE000000267981","","137489","137489","C"
"RCB_TIE000000267983","WFRE03420376","137280","137280","C"
"RCB_TIE000000267984","WFRE07864969","137611","137611","C"
"RCB_TIE000000267982","","137439","137439","C"
"RCB_TIE000000267985","","137427","137427","C"
"RCB_TIE000000267986","WFRE05460381","137556","137556","C"
"RCB_TIE000000267987","","137395","137395","C"
"RCB_TIE000000267988","WFRE06398652","137448","137448","C"
"RCB_TIE000000267989","","137603","137603","C"
"RCB_TIE000000267990","","137306","137306","C"
"RCB_TIE000000267991","","137381","137381","C"
"RCB_TIE000000267995","","137389","137389","C"
"RCB_TIE000000267992","WFRE01089092","137694","137694","C"
"RCB_TIE000000267993","","137663","137663","C"
"RCB_TIE000000267996","","137541","137541","C"
"RCB_TIE000000267994","","137420","137420","C"
"RCB_TIE000000267999","WFRH02421539","137529","137529","C"
"RCB_TIE000000268000","","137507","137507","C"
"RCB_TIE000000268001","WFRE00089121","137699","137699","C"
"RCB_TIE000000267997","","137637","137637","C"
"RCB_TIE000000268002","","137496","137496","C"
"RCB_TIE000000268003","WFRE09391150","137483","137483","C"
"RCB_TIE000000268004","","137517","137517","C"
"RCB_TIE000000267998","","137386","137386","C"
"RCB_TIE000000268008","","137478","137478","C"
"RCB_TIE000000268006","","137473","137473","C"
"RCB_TIE000000268007","WFRE09561548","137450","137450","C"
"RCB_TIE000000268005","","137437","137437","C"
"RCB_TIE000000268009","WFRE08769232","137713","137713","C"
"RCB_TIE000000268010","","137426","137426","C"
"RCB_TIE000000268013","","137511","137511","C"
"RCB_TIE000000268015","","137568","137568","C"
"RCB_TIE000000268017","","137490","137490","C"
"RCB_TIE000000268011","","137673","137673","C"
"RCB_TIE000000268016","","137455","137455","C"
"RCB_TIE000000268019","WFRE04127064","137442","137442","C"
"RCB_TIE000000268014","","137453","137453","C"
"RCB_TIE000000268012","","137679","137679","C"
"RCB_TIE000000268021","WFRE06373990","137557","137557","C"
"RCB_TIE000000268024","","137579","137579","C"
"RCB_TIE000000268018","","137614","137614","C"
"RCB_TIE000000268020","","137429","137429","C"
"RCB_TIE000000268027","","137645","137645","C"
"RCB_TIE000000268023","","137597","137597","C"
"RCB_TIE000000268022","","137396","137396","C"
"RCB_TIE000000268028","WFRE04341292","137523","137523","C"
"RCB_TIE000000268026","","137640","137640","C"
"RCB_TIE000000268029","","137654","137654","C"
"RCB_TIE000000268031","","137605","137605","C"
"RCB_TIE000000268030","","137552","137552","C"
"RCB_TIE000000268032","","137382","137382","C"
"RCB_TIE000000268033","","137670","137670","C"
"RCB_TIE000000268035","","137634","137634","C"
"RCB_TIE000000268037","WFRE03312166","137510","137510","C"
"RCB_TIE000000268038","","137535","137535","C"
"RCB_TIE000000268034","","137664","137664","C"
"RCB_TIE000000268039","","137702","137702","C"
"RCB_TIE000000268036","","137695","137695","C"
"RCB_TIE000000268042","","137560","137560","C"
"RCB_TIE000000268041","","137638","137638","C"
"RCB_TIE000000268043","WFRE02987344","137766","137766","C"
"RCB_TIE000000268040","WFRE02248345","137777","137777","C"
"RCB_TIE000000268045","","137758","137758","C"
"RCB_TIE000000268046","","137600","137600","C"
"RCB_TIE000000268047","","137627","137627","C"
"RCB_TIE000000268052","WFRE08235336","137793","137793","C"
"RCB_TIE000000268049","","137719","137719","C"
"RCB_TIE000000268055","WFRE02771443","137805","137805","C"
"RCB_TIE000000268051","","137569","137569","C"
"RCB_TIE000000268044","","137486","137486","C"
"RCB_TIE000000268050","","137513","137513","C"
"RCB_TIE000000268048","WFRH00030891","137451","137451","C"
"RCB_TIE000000268053","","137675","137675","C"
"RCB_TIE000000268054","","137456","137456","C"
"RCB_TIE000000268057","","137615","137615","C"
"RCB_TIE000000268056","","137685","137685","C"
"RCB_TIE000000268058","WFRE00023893","137646","137646","C"
"RCB_TIE000000268059","WFRE03467450","137813","137813","C"
"RCB_TIE000000268061","","137524","137524","C"
"RCB_TIE000000268063","","137827","137827","C"
"RCB_TIE000000268062","","137546","137546","C"
"RCB_TIE000000268060","","137711","137711","C"
"RCB_TIE000000268064","","137607","137607","C"
"RCB_TIE000000268067","WFRE03455045","137841","137841","C"
"RCB_TIE000000268065","","137554","137554","C"
"RCB_TIE000000268066","","137723","137723","C"
"RCB_TIE000000268069","","137671","137671","C"
"RCB_TIE000000268071","","137650","137650","C"
"RCB_TIE000000268068","","137631","137631","C"
"RCB_TIE000000268070","","137635","137635","C"
"RCB_TIE000000268072","","137536","137536","C"
"RCB_TIE000000268074","WFRE09376872","137667","137667","C"
"RCB_TIE000000268075","WFRE02785328","137696","137696","C"
"RCB_TIE000000268078","","137769","137769","C"
"RCB_TIE000000268073","","137703","137703","C"
"RCB_TIE000000268079","","137781","137781","C"
"RCB_TIE000000268080","","137628","137628","C"
"RCB_TIE000000268082","","137737","137737","C"
"RCB_TIE000000268076","","137561","137561","C"
"RCB_TIE000000268083","WFRE01721673","137720","137720","C"
"RCB_TIE000000268084","WFRE00189617","137807","137807","C"
"RCB_TIE000000268077","","137639","137639","C"
"RCB_TIE000000268086","","137862","137862","C"
"RCB_TIE000000268081","","137760","137760","C"
"RCB_TIE000000268085","","137775","137775","C"
"RCB_TIE000000268089","","137677","137677","C"
"RCB_TIE000000268090","","137686","137686","C"
"RCB_TIE000000268087","","137903","137903","C"
"RCB_TIE000000268093","","137744","137744","C"
"RCB_TIE000000268088","","137870","137870","C"
"RCB_TIE000000268091","","137910","137910","C"
"RCB_TIE000000268092","","137626","137626","C"
"RCB_TIE000000268096","","137712","137712","C"
"RCB_TIE000000268095","","137795","137795","C"
"RCB_TIE000000268098","","137726","137726","C"
"RCB_TIE000000268094","","137816","137816","C"
"RCB_TIE000000268097","","137930","137930","C"
"RCB_TIE000000268100","","137991","137991","C"
"RCB_TIE000000268099","","137672","137672","C"
"RCB_TIE000000268101","","137756","137756","C"
"RCB_TIE000000268103","","137668","137668","C"
"RCB_TIE000000268102","WFRE08598046","137651","137651","C"
"RCB_TIE000000268107","","137707","137707","C"
"RCB_TIE000000268110","WFRE06783257","138002","138002","C"
"RCB_TIE000000268108","WFRE03196043","137838","137838","C"
"RCB_TIE000000268111","WFRE00746019","137738","137738","C"
"RCB_TIE000000268106","","137939","137939","C"
"RCB_TIE000000268112","","137722","137722","C"
"RCB_TIE000000268105","","137863","137863","C"
"RCB_TIE000000268113","","137752","137752","C"
"RCB_TIE000000268109","","137923","137923","C"
"RCB_TIE000000268114","","137808","137808","C"
"RCB_TIE000000268116","WFRE05980123","137678","137678","C"
"RCB_TIE000000268115","","137776","137776","C"
"RCB_TIE000000268120","WFRE00058382","137904","137904","C"
"RCB_TIE000000268117","","137731","137731","C"
"RCB_TIE000000268119","","137687","137687","C"
"RCB_TIE000000268122","","137811","137811","C"
"RCB_TIE000000268104","","137732","137732","C"
"RCB_TIE000000268118","","137747","137747","C"
"RCB_TIE000000268123","","137831","137831","C"
"RCB_TIE000000268124","","138018","138018","C"
"RCB_TIE000000268125","","137817","137817","C"
"RCB_TIE000000268129","WFRE03487691","137847","137847","C"
"RCB_TIE000000268121","","137872","137872","C"
"RCB_TIE000000268132","WFRE02970463","137975","137975","C"
"RCB_TIE000000268131","WFRE08647201","137864","137864","C"
"RCB_TIE000000268134","","137754","137754","C"
"RCB_TIE000000268130","WFRE05302737","137856","137856","C"
"RCB_TIE000000268127","WFRE00703281","137802","137802","C"
"RCB_TIE000000268133","","137882","137882","C"
