PRODUCTID|PRODUCTIDEXT|||CATEGORIE
"RCB_TIE000000142877"|"RCB_STE_COM000000000029"|||"2**"
"RCB_TIE000000143319"|"RCB_STE_COM000000000029"|||"2**"
"RCB_TIE000000123926"|"RCB_STE_COM000000000029"|||"2**"
"RCB_TIE000000126170"|"RCB_STE_COM000000000029"|||"2**"
"RCB_TIE000000143895"|"RCB_STE_COM000000000029"|||"2**"
"RCB_TIE000000143873"|"RCB_STE_COM000000000029"|||"2**"
"RCB_TIE000000143568"|"RCB_STE_COM000000000029"|||"2**"
"RCB_TIE000000118556"|"RCB_STE_COM000000000029"|||"2**"
"RCB_TIE000000126241"|"RCB_STE_COM000000000029"|||"2**"
"RCB_TIE000000120039"|"RCB_STE_COM000000000029"|||"2**"
"RCB_TIE000000144076"|"RCB_STE_COM000000000029"|||"2**"
"RCB_TIE000000144789"|"RCB_STE_COM000000000029"|||"2**"
"RCB_TIE000000132137"|"RCB_STE_COM000000000029"|||"2**"
"RCB_TIE000000139857"|"RCB_STE_COM000000000029"|||"2**"
"RCB_TIE000000123765"|"RCB_STE_COM000000000029"|||"2**"
"RCB_TIE000000130916"|"RCB_STE_COM000000000029"|||"2**"
"RCB_TIE000000141287"|"RCB_STE_COM000000000029"|||"2**"
"RCB_TIE000000128905"|"RCB_STE_COM000000000029"|||"2**"
"RCB_TIE000000128629"|"RCB_STE_COM000000000029"|||"2**"
"RCB_TIE000000126335"|"RCB_STE_COM000000000029"|||"2**"
"RCB_TIE000000139981"|"RCB_STE_COM000000000029"|||"2**"
"RCB_TIE000000128125"|"RCB_STE_COM000000000029"|||"2**"
"RCB_TIE000000144328"|"RCB_STE_COM000000000029"|||"2**"
"RCB_TIE000000128224"|"RCB_STE_COM000000000029"|||"2**"
"RCB_TIE000000129108"|"RCB_STE_COM000000000029"|||"2**"
"RCB_TIE000000120437"|"RCB_STE_COM000000000029"|||"2**"
"RCB_TIE000000141230"|"RCB_STE_COM000000000029"|||"2**"
"RCB_TIE000000124983"|"RCB_STE_COM000000000029"|||"2**"
"RCB_TIE000000124988"|"RCB_STE_COM000000000029"|||"2**"
"RCB_TIE000000130981"|"RCB_STE_COM000000000029"|||"2**"
"RCB_TIE000000141449"|"RCB_STE_COM000000000029"|||"2**"
"RCB_TIE000000125570"|"RCB_STE_COM000000000029"|||"2**"
"RCB_TIE000000120213"|"RCB_STE_COM000000000029"|||"2**"
"RCB_TIE000000123925"|"RCB_STE_COM000000000029"|||"2**"
"RCB_TIE000000141377"|"RCB_STE_COM000000000029"|||"2**"
"RCB_TIE000000126572"|"RCB_STE_COM000000000029"|||"2**"
"RCB_TIE000000144550"|"RCB_STE_COM000000000029"|||"2**"
"RCB_TIE000000132589"|"RCB_STE_COM000000000029"|||"2**"
"RCB_TIE000000133745"|"RCB_STE_COM000000000029"|||"2**"
"RCB_TIE000000126219"|"RCB_STE_COM000000000029"|||"2**"
"RCB_TIE000000120356"|"RCB_STE_COM000000000029"|||"2**"
"RCB_TIE000000125906"|"RCB_STE_COM000000000029"|||"2**"
"RCB_TIE000000119828"|"RCB_STE_COM000000000029"|||"2**"
"RCB_TIE000000141382"|"RCB_STE_COM000000000029"|||"2**"
"RCB_TIE000000131043"|"RCB_STE_COM000000000029"|||"2**"
"RCB_TIE000000141232"|"RCB_STE_COM000000000029"|||"2**"
"RCB_TIE000000130057"|"RCB_STE_COM000000000029"|||"2**"
"RCB_TIE000000122971"|"RCB_STE_COM000000000029"|||"2**"
"RCB_TIE000000138061"|"RCB_STE_COM000000000029"|||"2**"
"RCB_TIE000000122890"|"RCB_STE_COM000000000029"|||"2**"
"RCB_TIE000000129349"|"RCB_STE_COM000000000029"|||"2**"
"RCB_TIE000000126388"|"RCB_STE_COM000000000029"|||"2**"
"RCB_TIE000000143438"|"RCB_STE_COM000000000029"|||"2**"
"RCB_TIE000000141088"|"RCB_STE_COM000000000029"|||"2**"
"RCB_TIE000000132682"|"RCB_STE_COM000000000029"|||"2**"
"RCB_TIE000000138516"|"RCB_STE_COM000000000029"|||"2**"
"RCB_TIE000000138519"|"RCB_STE_COM000000000029"|||"2**"
"RCB_TIE000000122784"|"RCB_STE_COM000000000029"|||"2**"
"RCB_TIE000000142506"|"RCB_STE_COM000000000029"|||"2**"
"RCB_TIE000000248975"|"RCB_STE_COM000000000029"|||"2**"
"RCB_TIE000000139813"|"RCB_STE_COM000000000030"|||"2**"
"RCB_TIE000000141926"|"RCB_STE_COM000000000030"|||"2**"
"RCB_TIE000000127273"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000122045"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000127343"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000127822"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000122262"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000127984"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000121141"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000123763"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000128107"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000127808"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000128527"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000119189"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000122500"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000122450"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000128103"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000122423"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000128741"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000122782"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000123001"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000130079"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000122937"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000130925"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000131077"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000131807"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000123283"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000131485"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000139813"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000140674"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000123872"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000123874"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000123962"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000124059"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000124126"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000133789"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000124201"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000143765"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000133742"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000134095"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000134261"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000134628"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000134831"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000124409"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000138041"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000135679"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000135697"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000135655"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000136523"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000136262"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000123691"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000124638"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000137568"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000124807"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000123523"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000138566"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000138812"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000138907"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000125209"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000125284"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000139409"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000139832"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000140388"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000139887"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000126456"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000139879"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000140531"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000126504"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000126471"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000126489"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000139999"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000139935"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000126512"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000139975"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000126562"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000118664"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000139979"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000140154"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000126589"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000140141"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000140167"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000126592"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000126595"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000140202"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000126660"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000140860"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000140432"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000126698"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000140703"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000121668"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000141742"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000142056"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000141924"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000141906"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000142032"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000141926"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000125767"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000142877"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000143319"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000123926"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000126170"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000143895"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000143873"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000143568"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000144076"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000120039"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000118556"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000126241"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000144789"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000139857"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000123765"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000132137"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000141287"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000130916"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000128905"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000128629"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000126335"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000139981"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000128125"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000144328"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000128224"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000129108"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000120437"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000124988"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000141230"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000130981"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000124983"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000125570"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000141449"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000120213"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000123925"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000141377"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000144550"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000126572"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000132589"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000133745"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000126219"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000120356"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000125906"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000119828"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000141382"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000131043"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000141232"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000130057"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000122971"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000129349"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000138061"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000126388"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000122890"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000141088"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000143438"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000132682"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000138516"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000122784"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000138519"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000142506"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000248975"|"RCB_STE_COM000000000031"|||"2**"
"RCB_TIE000000127343"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000122045"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000127273"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000122262"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000127984"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000127822"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000123763"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000128107"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000121141"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000128103"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000128527"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000122423"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000119189"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000127808"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000122450"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000122500"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000128741"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000122782"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000123001"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000130079"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000122937"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000130925"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000131077"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000131485"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000131807"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000123283"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000139813"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000123874"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000123872"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000140674"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000123962"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000124059"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000143765"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000124126"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000133789"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000124201"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000133742"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000134095"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000134261"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000134628"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000134831"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000124409"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000138041"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000135679"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000135697"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000135655"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000136262"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000136523"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000123691"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000124638"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000137568"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000124807"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000123523"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000138566"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000138812"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000138907"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000125209"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000125284"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000126456"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000139409"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000139832"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000139879"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000140388"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000139887"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000126471"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000126504"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000140531"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000139935"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000126489"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000139975"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000126562"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000126512"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000139979"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000118664"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000139999"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000126592"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000126589"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000140154"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000126595"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000140167"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000140141"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000140202"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000126660"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000126698"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000140432"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000140703"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000140860"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000121668"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000141742"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000141924"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000142032"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000141906"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000141926"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000125767"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000142056"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000142877"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000143319"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000123926"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000126170"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000143568"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000143895"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000143873"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000144076"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000120039"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000118556"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000126241"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000139857"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000144789"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000132137"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000130916"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000123765"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000141287"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000128905"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000126335"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000128629"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000139981"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000128125"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000144328"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000128224"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000129108"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000120437"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000130981"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000141230"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000124988"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000141449"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000124983"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000120213"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000125570"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000123925"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000141377"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000126572"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000144550"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000133745"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000132589"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000120356"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000126219"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000125906"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000141382"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000119828"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000141232"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000131043"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000130057"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000138061"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000129349"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000126388"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000122890"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000122971"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000143438"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000132682"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000141088"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000138516"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000138519"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000122784"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000142506"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000248975"|"RCB_STE_COM000000000032"|||"2**"
"RCB_TIE000000123765"|"RCB_STE_COM000000000009"|||"2**"
"RCB_TIE000000240513"|"RCB_STE_COM000000000025"|||"1**"
"RCB_TIE000000240657"|"RCB_STE_COM000000000009"|||"1**"
"RCB_TIE000000240645"|"RCB_STE_COM000000000013"|||"1**"
"RCB_TIE000000240513"|"RCB_STE_COM000000000013"|||"1**"
"RCB_TIE000000240645"|"RCB_STE_COM000000000007"|||"1**"
"RCB_TIE000000240657"|"RCB_STE_COM000000000024"|||"1**"
"RCB_TIE000000240513"|"RCB_STE_COM000000000009"|||"1**"
"RCB_TIE000000125361"|"RCB_STE_COM000000000013"|||"1**"
"RCB_TIE000000240513"|"RCB_STE_COM000000000006"|||"1**"
"RCB_TIE000000240645"|"RCB_STE_COM000000000009"|||"1**"
"RCB_TIE000000125361"|"RCB_STE_COM000000000024"|||"1**"
"RCB_TIE000000240657"|"RCB_STE_COM000000000013"|||"1**"
"RCB_TIE000000240657"|"RCB_STE_COM000000000025"|||"1**"
"RCB_TIE000000240645"|"RCB_STE_COM000000000024"|||"1**"
"RCB_TIE000000240513"|"RCB_STE_COM000000000024"|||"1**"
