tiers_id||||||||||||||||||new_code
RCB_TIE000000017671||||||||||||||||||CATQ_D**
RCB_TIE000000021546||||||||||||||||||CATQ_D**
RCB_TIE000000019063||||||||||||||||||CATQ_D**
RCB_TIE000000017676||||||||||||||||||CATQ_D**
RCB_TIE000000019868||||||||||||||||||CATQ_D**
RCB_TIE000000020304||||||||||||||||||CATQ_D**
RCB_TIE000000019880||||||||||||||||||CATQ_D**
RCB_TIE000000019910||||||||||||||||||CATQ_D**
RCB_TIE000000019605||||||||||||||||||CATQ_D**
RCB_TIE000000020320||||||||||||||||||CATQ_D**
RCB_TIE000000020126||||||||||||||||||CATQ_D**
RCB_TIE000000019900||||||||||||||||||CATQ_D**
RCB_TIE000000021200||||||||||||||||||CATQ_4**
RCB_TIE000000020524||||||||||||||||||CATQ_D**
RCB_TIE000000019623||||||||||||||||||CATQ_D**
RCB_TIE000000020143||||||||||||||||||CATQ_D**
RCB_TIE000000021926||||||||||||||||||CATQ_D**
RCB_TIE000000021213||||||||||||||||||CATQ_D**
RCB_TIE000000001523||||||||||||||||||CATQ_D**
RCB_TIE000000019948||||||||||||||||||CATQ_D**
RCB_TIE000000020736||||||||||||||||||CATQ_D**
RCB_TIE000000020552||||||||||||||||||CATQ_D**
RCB_TIE000000020160||||||||||||||||||CATQ_D**
RCB_TIE000000021627||||||||||||||||||CATQ_D**
RCB_TIE000000019654||||||||||||||||||CATQ_D**
RCB_TIE000000001544||||||||||||||||||CATQ_D**
RCB_TIE000000019971||||||||||||||||||CATQ_D**
RCB_TIE000000020568||||||||||||||||||CATQ_D**
RCB_TIE000000021960||||||||||||||||||CATQ_D**
RCB_TIE000000023949||||||||||||||||||CATQ_D**
RCB_TIE000000020576||||||||||||||||||CATQ_D**
RCB_TIE000000001558||||||||||||||||||CATQ_D**
RCB_TIE000000023560||||||||||||||||||CATQ_D**
RCB_TIE000000021251||||||||||||||||||CATQ_D**
RCB_TIE000000023565||||||||||||||||||CATQ_D**
